[2024-10-30 20:33:00] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-30 20:33:00] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-30 20:33:00] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-30 20:33:01] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-30 20:33:01] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-30 20:33:01] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-30 20:33:01] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380\
[2024-10-30 20:33:01] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/vauler/
[2024-10-30 20:33:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animate.css/animate.css?simply_static_page=3
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animate.css/animate.css?simply_static_page=3
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:103] Filesize: 13369 bytes
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/67229812bf5ac-UX81kW.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:22] [class-ss-page.php:119] Checking Content Identical:eb934f5b426f03f62beaff2ebbdd82c6f2759ec4===. Value: FALSE
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2024-10-30 20:33:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 881
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/67229812c7403-0QU8uN.tmp
[2024-10-30 20:33:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css?simply_static_page=4
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css?simply_static_page=4
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:103] Filesize: 8449 bytes
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/67229812c7403-0QU8uN.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:22] [class-ss-page.php:119] Checking Content Identical:96fd188c16f8980195ac1e89dbcb46c6fb924d98===. Value: FALSE
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2024-10-30 20:33:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 881
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/67229812d050d-3KlVq6.tmp
[2024-10-30 20:33:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?simply_static_page=5
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?simply_static_page=5
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:103] Filesize: 18468 bytes
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/67229812d050d-3KlVq6.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:22] [class-ss-page.php:119] Checking Content Identical:5103ec2fbb389568ebf5cfe4fd721f3df2ff7aec===. Value: FALSE
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2024-10-30 20:33:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 881
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/67229812da110-ykMjiC.tmp
[2024-10-30 20:33:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css?simply_static_page=6
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css?simply_static_page=6
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:103] Filesize: 518 bytes
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/67229812da110-ykMjiC.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:22] [class-ss-page.php:119] Checking Content Identical:8d866704c52cec605fe0331f3b764221cdef7623===. Value: FALSE
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css
[2024-10-30 20:33:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 881
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/67229812e65be-ma88P6.tmp
[2024-10-30 20:33:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css?simply_static_page=7
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css?simply_static_page=7
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:103] Filesize: 426 bytes
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/67229812e65be-ma88P6.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:22] [class-ss-page.php:119] Checking Content Identical:98b15a2cdcdc8659ed5abed1e30f2be2264bcff8===. Value: FALSE
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css
[2024-10-30 20:33:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 881
[2024-10-30 20:33:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/67229812ef166-P1xIyJ.tmp
[2024-10-30 20:33:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css?simply_static_page=8
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css?simply_static_page=8
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:103] Filesize: 493 bytes
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css
[2024-10-30 20:33:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/67229812ef166-P1xIyJ.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css
[2024-10-30 20:33:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:23] [class-ss-page.php:119] Checking Content Identical:0cc600529da770aee800b9d1e1f21006707806c2===. Value: FALSE
[2024-10-30 20:33:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css
[2024-10-30 20:33:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 881
[2024-10-30 20:33:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/6722981303b13-ayN2WE.tmp
[2024-10-30 20:33:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css?simply_static_page=9
[2024-10-30 20:33:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css?simply_static_page=9
[2024-10-30 20:33:23] [class-ss-url-fetcher.php:103] Filesize: 367 bytes
[2024-10-30 20:33:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-30 20:33:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css
[2024-10-30 20:33:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/6722981303b13-ayN2WE.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css
[2024-10-30 20:33:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:23] [class-ss-page.php:119] Checking Content Identical:8a4a966af6668b1246c3f4bb1c333d6bb7768355===. Value: FALSE
[2024-10-30 20:33:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css
[2024-10-30 20:33:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 881
[2024-10-30 20:33:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/672298130be76-Me8Z70.tmp
[2024-10-30 20:33:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css?simply_static_page=10
[2024-10-30 20:33:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css?simply_static_page=10
[2024-10-30 20:33:23] [class-ss-url-fetcher.php:103] Filesize: 427 bytes
[2024-10-30 20:33:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-30 20:33:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css
[2024-10-30 20:33:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/672298130be76-Me8Z70.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css
[2024-10-30 20:33:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:23] [class-ss-page.php:119] Checking Content Identical:4e22b8233f848c11971dad21a7506287ef8833b8===. Value: FALSE
[2024-10-30 20:33:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css
[2024-10-30 20:33:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 881
[2024-10-30 20:33:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/6722981315a22-Zy5nup.tmp
[2024-10-30 20:33:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css?simply_static_page=11
[2024-10-30 20:33:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css?simply_static_page=11
[2024-10-30 20:33:23] [class-ss-url-fetcher.php:103] Filesize: 330 bytes
[2024-10-30 20:33:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-30 20:33:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css
